employee_id,year_month,base_salary,overtime_hours,overtime_pay,bonus,pf,tax,insurance,loan_deduction,gross_salary,total_deductions,net_salary,created_at
194,2025-07,90558.0,8,4527.9,0.0,10866.96,18111.6,1000.0,0.0,95085.9,29978.56,65107.34,2025-09-17 23:22:34
195,2025-07,36970.0,6,1386.38,3000.0,4436.4,4436.4,500.0,5000.0,41356.38,14372.8,26983.58,2025-09-17 23:22:34
196,2025-07,56951.0,6,2135.66,500.0,6834.12,6834.12,1000.0,2000.0,59586.66,16668.24,42918.42,2025-09-17 23:22:34
197,2025-07,25922.0,4,648.05,0.0,3110.64,1296.1,500.0,0.0,26570.05,4906.74,21663.31,2025-09-17 23:22:34
198,2025-07,109484.0,2,1368.55,0.0,13138.08,21896.8,1000.0,0.0,110852.55,36034.88,74817.67,2025-09-17 23:22:34
199,2025-07,44029.0,1,275.18,500.0,5283.48,5283.48,1000.0,0.0,44804.18,11566.96,33237.22,2025-09-17 23:22:34
200,2025-07,78872.0,11,5422.45,0.0,9464.64,15774.4,1000.0,0.0,84294.45,26239.04,58055.41,2025-09-17 23:22:34
1,2025-08,63158.0,5,1973.69,0.0,7578.96,7578.96,1000.0,0.0,65131.69,16157.92,48973.77,2025-09-17 23:22:34
2,2025-08,67194.0,3,1259.89,0.0,8063.28,8063.28,1000.0,0.0,68453.89,17126.56,51327.33,2025-09-17 23:22:34
3,2025-08,41023.0,8,2051.15,0.0,4922.76,4922.76,1000.0,0.0,43074.15,10845.52,32228.63,2025-09-17 23:22:34
4,2025-08,32433.0,8,1621.65,1000.0,3891.96,3891.96,500.0,0.0,35054.65,8283.92,26770.73,2025-09-17 23:22:34
5,2025-08,53693.0,4,1342.33,0.0,6443.16,6443.16,1000.0,0.0,55035.33,13886.32,41149.01,2025-09-17 23:22:34
6,2025-08,70658.0,10,4416.12,0.0,8478.96,14131.6,1000.0,1000.0,75074.12,24610.56,50463.56,2025-09-17 23:22:34
7,2025-08,44118.0,3,827.21,3000.0,5294.16,5294.16,1000.0,1000.0,47945.21,12588.32,35356.89,2025-09-17 23:22:34
8,2025-08,75680.0,4,1892.0,0.0,9081.6,15136.0,1000.0,0.0,77572.0,25217.6,52354.4,2025-09-17 23:22:34
9,2025-08,42502.0,6,1593.82,0.0,5100.24,5100.24,1000.0,1000.0,44095.82,12200.48,31895.34,2025-09-17 23:22:34
10,2025-08,33433.0,5,1044.78,2000.0,4011.96,4011.96,500.0,0.0,36477.78,8523.92,27953.86,2025-09-17 23:22:34
11,2025-08,51483.0,5,1608.84,0.0,6177.96,6177.96,1000.0,0.0,53091.84,13355.92,39735.92,2025-09-17 23:22:34
12,2025-08,70920.0,1,443.25,1000.0,8510.4,14184.0,1000.0,1000.0,72363.25,24694.4,47668.85,2025-09-17 23:22:34
13,2025-08,26021.0,8,1301.05,2000.0,3122.52,1301.05,500.0,0.0,29322.05,4923.57,24398.48,2025-09-17 23:22:34
14,2025-08,34692.0,5,1084.12,2000.0,4163.04,4163.04,500.0,2000.0,37776.12,10826.08,26950.04,2025-09-17 23:22:34
15,2025-08,56557.0,4,1413.92,0.0,6786.84,6786.84,1000.0,0.0,57970.92,14573.68,43397.24,2025-09-17 23:22:34
16,2025-08,49253.0,11,3386.14,0.0,5910.36,5910.36,1000.0,0.0,52639.14,12820.72,39818.42,2025-09-17 23:22:34
17,2025-08,49243.0,4,1231.08,1000.0,5909.16,5909.16,1000.0,5000.0,51474.08,17818.32,33655.76,2025-09-17 23:22:34
18,2025-08,96214.0,3,1804.01,500.0,11545.68,19242.8,1000.0,0.0,98518.01,31788.48,66729.53,2025-09-17 23:22:34
19,2025-08,107592.0,3,2017.35,0.0,12911.04,21518.4,1000.0,2000.0,109609.35,37429.44,72179.91,2025-09-17 23:22:34
20,2025-08,74504.0,3,1396.95,0.0,8940.48,14900.8,1000.0,2000.0,75900.95,26841.28,49059.67,2025-09-17 23:22:34
21,2025-08,38561.0,2,482.01,0.0,4627.32,4627.32,500.0,1000.0,39043.01,10754.64,28288.37,2025-09-17 23:22:34
22,2025-08,97256.0,5,3039.25,0.0,11670.72,19451.2,1000.0,2000.0,100295.25,34121.92,66173.33,2025-09-17 23:22:34
23,2025-08,59538.0,4,1488.45,0.0,7144.56,7144.56,1000.0,0.0,61026.45,15289.12,45737.33,2025-09-17 23:22:34
24,2025-08,41773.0,6,1566.49,1000.0,5012.76,5012.76,1000.0,5000.0,44339.49,16025.52,28313.97,2025-09-17 23:22:34
25,2025-08,36910.0,4,922.75,1000.0,4429.2,4429.2,500.0,5000.0,38832.75,14358.4,24474.35,2025-09-17 23:22:34
26,2025-08,68419.0,4,1710.47,2000.0,8210.28,8210.28,1000.0,5000.0,72129.47,22420.56,49708.91,2025-09-17 23:22:34
27,2025-08,99268.0,6,3722.55,3000.0,11912.16,19853.6,1000.0,0.0,105990.55,32765.76,73224.79,2025-09-17 23:22:34
28,2025-08,61827.0,4,1545.67,0.0,7419.24,7419.24,1000.0,0.0,63372.67,15838.48,47534.19,2025-09-17 23:22:34
29,2025-08,57299.0,5,1790.59,500.0,6875.88,6875.88,1000.0,2000.0,59589.59,16751.76,42837.83,2025-09-17 23:22:34
30,2025-08,27693.0,4,692.33,0.0,3323.16,1384.65,500.0,1000.0,28385.33,6207.81,22177.52,2025-09-17 23:22:34
31,2025-08,73925.0,5,2310.16,3000.0,8871.0,14785.0,1000.0,0.0,79235.16,24656.0,54579.16,2025-09-17 23:22:34
32,2025-08,69262.0,3,1298.66,500.0,8311.44,8311.44,1000.0,0.0,71060.66,17622.88,53437.78,2025-09-17 23:22:34
33,2025-08,106373.0,3,1994.49,2000.0,12764.76,21274.6,1000.0,0.0,110367.49,35039.36,75328.13,2025-09-17 23:22:34
34,2025-08,103053.0,3,1932.24,2000.0,12366.36,20610.6,1000.0,2000.0,106985.24,35976.96,71008.28,2025-09-17 23:22:34
35,2025-08,58545.0,1,365.91,0.0,7025.4,7025.4,1000.0,2000.0,58910.91,17050.8,41860.11,2025-09-17 23:22:34
36,2025-08,65303.0,7,2857.01,500.0,7836.36,7836.36,1000.0,5000.0,68660.01,21672.72,46987.29,2025-09-17 23:22:34
37,2025-08,42675.0,2,533.44,0.0,5121.0,5121.0,1000.0,0.0,43208.44,11242.0,31966.44,2025-09-17 23:22:34
38,2025-08,36636.0,10,2289.75,0.0,4396.32,4396.32,500.0,0.0,38925.75,9292.64,29633.11,2025-09-17 23:22:34
39,2025-08,63673.0,4,1591.83,0.0,7640.76,7640.76,1000.0,0.0,65264.83,16281.52,48983.31,2025-09-17 23:22:34
40,2025-08,74717.0,4,1867.92,2000.0,8966.04,14943.4,1000.0,0.0,78584.92,24909.44,53675.48,2025-09-17 23:22:34
41,2025-08,56309.0,5,1759.66,0.0,6757.08,6757.08,1000.0,5000.0,58068.66,19514.16,38554.5,2025-09-17 23:22:34
42,2025-08,60342.0,1,377.14,2000.0,7241.04,7241.04,1000.0,0.0,62719.14,15482.08,47237.06,2025-09-17 23:22:34
43,2025-08,25197.0,3,472.44,1000.0,3023.64,1259.85,500.0,5000.0,26669.44,9783.49,16885.95,2025-09-17 23:22:34
44,2025-08,87107.0,6,3266.51,0.0,10452.84,17421.4,1000.0,0.0,90373.51,28874.24,61499.27,2025-09-17 23:22:34
45,2025-08,30811.0,2,385.14,2000.0,3697.32,3697.32,500.0,0.0,33196.14,7894.64,25301.5,2025-09-17 23:22:34
46,2025-08,60206.0,3,1128.86,1000.0,7224.72,7224.72,1000.0,1000.0,62334.86,16449.44,45885.42,2025-09-17 23:22:34
47,2025-08,44360.0,7,1940.75,500.0,5323.2,5323.2,1000.0,1000.0,46800.75,12646.4,34154.35,2025-09-17 23:22:34
48,2025-08,74384.0,3,1394.7,500.0,8926.08,14876.8,1000.0,2000.0,76278.7,26802.88,49475.82,2025-09-17 23:22:34
49,2025-08,81843.0,2,1023.04,2000.0,9821.16,16368.6,1000.0,2000.0,84866.04,29189.76,55676.28,2025-09-17 23:22:34
50,2025-08,27049.0,7,1183.39,3000.0,3245.88,1352.45,500.0,1000.0,31232.39,6098.33,25134.06,2025-09-17 23:22:34
51,2025-08,35158.0,4,878.95,3000.0,4218.96,4218.96,500.0,1000.0,39036.95,9937.92,29099.03,2025-09-17 23:22:34
52,2025-08,39499.0,5,1234.34,2000.0,4739.88,4739.88,500.0,1000.0,42733.34,10979.76,31753.58,2025-09-17 23:22:34
53,2025-08,75800.0,6,2842.5,3000.0,9096.0,15160.0,1000.0,1000.0,81642.5,26256.0,55386.5,2025-09-17 23:22:34
54,2025-08,73354.0,4,1833.85,500.0,8802.48,14670.8,1000.0,0.0,75687.85,24473.28,51214.57,2025-09-17 23:22:34
55,2025-08,113497.0,2,1418.71,3000.0,13619.64,22699.4,1000.0,5000.0,117915.71,42319.04,75596.67,2025-09-17 23:22:34
56,2025-08,53643.0,2,670.54,500.0,6437.16,6437.16,1000.0,0.0,54813.54,13874.32,40939.22,2025-09-17 23:22:34
57,2025-08,46295.0,2,578.69,500.0,5555.4,5555.4,1000.0,0.0,47373.69,12110.8,35262.89,2025-09-17 23:22:34
58,2025-08,39735.0,7,1738.41,0.0,4768.2,4768.2,500.0,0.0,41473.41,10036.4,31437.01,2025-09-17 23:22:34
59,2025-08,54830.0,4,1370.75,3000.0,6579.6,6579.6,1000.0,0.0,59200.75,14159.2,45041.55,2025-09-17 23:22:34
60,2025-08,38677.0,2,483.46,3000.0,4641.24,4641.24,500.0,0.0,42160.46,9782.48,32377.98,2025-09-17 23:22:34
61,2025-08,60352.0,4,1508.8,3000.0,7242.24,7242.24,1000.0,1000.0,64860.8,16484.48,48376.32,2025-09-17 23:22:34
62,2025-08,34007.0,5,1062.72,0.0,4080.84,4080.84,500.0,0.0,35069.72,8661.68,26408.04,2025-09-17 23:22:34
63,2025-08,118744.0,6,4452.9,2000.0,14249.28,23748.8,1000.0,5000.0,125196.9,43998.08,81198.82,2025-09-17 23:22:34
64,2025-08,60635.0,2,757.94,0.0,7276.2,7276.2,1000.0,1000.0,61392.94,16552.4,44840.54,2025-09-17 23:22:34
65,2025-08,28301.0,6,1061.29,0.0,3396.12,1415.05,500.0,1000.0,29362.29,6311.17,23051.12,2025-09-17 23:22:34
66,2025-08,35492.0,5,1109.12,0.0,4259.04,4259.04,500.0,1000.0,36601.12,10018.08,26583.04,2025-09-17 23:22:34
67,2025-08,69584.0,4,1739.6,0.0,8350.08,8350.08,1000.0,0.0,71323.6,17700.16,53623.44,2025-09-17 23:22:34
68,2025-08,71631.0,8,3581.55,3000.0,8595.72,14326.2,1000.0,2000.0,78212.55,25921.92,52290.63,2025-09-17 23:22:34
69,2025-08,46538.0,1,290.86,0.0,5584.56,5584.56,1000.0,5000.0,46828.86,17169.12,29659.74,2025-09-17 23:22:34
70,2025-08,99748.0,11,6857.67,2000.0,11969.76,19949.6,1000.0,0.0,108605.67,32919.36,75686.31,2025-09-17 23:22:34
71,2025-08,64592.0,4,1614.8,0.0,7751.04,7751.04,1000.0,5000.0,66206.8,21502.08,44704.72,2025-09-17 23:22:34
72,2025-08,115316.0,5,3603.62,2000.0,13837.92,23063.2,1000.0,1000.0,120919.62,38901.12,82018.5,2025-09-17 23:22:34
73,2025-08,35893.0,7,1570.32,0.0,4307.16,4307.16,500.0,0.0,37463.32,9114.32,28349.0,2025-09-17 23:22:34
74,2025-08,38121.0,1,238.26,500.0,4574.52,4574.52,500.0,0.0,38859.26,9649.04,29210.22,2025-09-17 23:22:34
75,2025-08,52677.0,6,1975.39,3000.0,6321.24,6321.24,1000.0,0.0,57652.39,13642.48,44009.91,2025-09-17 23:22:34
76,2025-08,115313.0,6,4324.24,0.0,13837.56,23062.6,1000.0,5000.0,119637.24,42900.16,76737.08,2025-09-17 23:22:34
77,2025-08,73096.0,8,3654.8,1000.0,8771.52,14619.2,1000.0,1000.0,77750.8,25390.72,52360.08,2025-09-17 23:22:34
78,2025-08,46606.0,4,1165.15,0.0,5592.72,5592.72,1000.0,1000.0,47771.15,13185.44,34585.71,2025-09-17 23:22:34
79,2025-08,29142.0,8,1457.1,2000.0,3497.04,1457.1,500.0,1000.0,32599.1,6454.14,26144.96,2025-09-17 23:22:34
80,2025-08,53940.0,4,1348.5,0.0,6472.8,6472.8,1000.0,0.0,55288.5,13945.6,41342.9,2025-09-17 23:22:34
81,2025-08,46136.0,4,1153.4,0.0,5536.32,5536.32,1000.0,0.0,47289.4,12072.64,35216.76,2025-09-17 23:22:34
82,2025-08,62217.0,5,1944.28,0.0,7466.04,7466.04,1000.0,0.0,64161.28,15932.08,48229.2,2025-09-17 23:22:34
83,2025-08,75816.0,8,3790.8,0.0,9097.92,15163.2,1000.0,2000.0,79606.8,27261.12,52345.68,2025-09-17 23:22:34
84,2025-08,37805.0,14,3307.94,0.0,4536.6,4536.6,500.0,0.0,41112.94,9573.2,31539.74,2025-09-17 23:22:34
85,2025-08,73952.0,7,3235.4,0.0,8874.24,14790.4,1000.0,1000.0,77187.4,25664.64,51522.76,2025-09-17 23:22:34
86,2025-08,33130.0,2,414.12,0.0,3975.6,3975.6,500.0,5000.0,33544.12,13451.2,20092.92,2025-09-17 23:22:34
87,2025-08,42253.0,4,1056.33,0.0,5070.36,5070.36,1000.0,0.0,43309.33,11140.72,32168.61,2025-09-17 23:22:34
88,2025-08,105403.0,6,3952.61,0.0,12648.36,21080.6,1000.0,0.0,109355.61,34728.96,74626.65,2025-09-17 23:22:34
89,2025-08,65247.0,5,2038.97,0.0,7829.64,7829.64,1000.0,1000.0,67285.97,17659.28,49626.69,2025-09-17 23:22:34
90,2025-08,104101.0,4,2602.53,0.0,12492.12,20820.2,1000.0,5000.0,106703.53,39312.32,67391.21,2025-09-17 23:22:34
91,2025-08,62580.0,2,782.25,0.0,7509.6,7509.6,1000.0,1000.0,63362.25,17019.2,46343.05,2025-09-17 23:22:34
92,2025-08,65257.0,5,2039.28,0.0,7830.84,7830.84,1000.0,0.0,67296.28,16661.68,50634.6,2025-09-17 23:22:34
93,2025-08,58977.0,7,2580.24,0.0,7077.24,7077.24,1000.0,0.0,61557.24,15154.48,46402.76,2025-09-17 23:22:34
94,2025-08,31833.0,8,1591.65,2000.0,3819.96,3819.96,500.0,1000.0,35424.65,9139.92,26284.73,2025-09-17 23:22:34
95,2025-08,83304.0,3,1561.95,1000.0,9996.48,16660.8,1000.0,5000.0,85865.95,32657.28,53208.67,2025-09-17 23:22:34
96,2025-08,48491.0,4,1212.28,0.0,5818.92,5818.92,1000.0,5000.0,49703.28,17637.84,32065.44,2025-09-17 23:22:34
97,2025-08,57350.0,3,1075.31,3000.0,6882.0,6882.0,1000.0,0.0,61425.31,14764.0,46661.31,2025-09-17 23:22:34
98,2025-08,43305.0,5,1353.28,1000.0,5196.6,5196.6,1000.0,0.0,45658.28,11393.2,34265.08,2025-09-17 23:22:34
99,2025-08,48267.0,5,1508.34,1000.0,5792.04,5792.04,1000.0,5000.0,50775.34,17584.08,33191.26,2025-09-17 23:22:34
100,2025-08,28412.0,4,710.3,0.0,3409.44,1420.6,500.0,5000.0,29122.3,10330.04,18792.26,2025-09-17 23:22:34
101,2025-08,72425.0,2,905.31,0.0,8691.0,14485.0,1000.0,0.0,73330.31,24176.0,49154.31,2025-09-17 23:22:34
102,2025-08,52506.0,4,1312.65,0.0,6300.72,6300.72,1000.0,0.0,53818.65,13601.44,40217.21,2025-09-17 23:22:34
103,2025-08,45150.0,3,846.56,0.0,5418.0,5418.0,1000.0,0.0,45996.56,11836.0,34160.56,2025-09-17 23:22:34
104,2025-08,81352.0,8,4067.6,3000.0,9762.24,16270.4,1000.0,1000.0,88419.6,28032.64,60386.96,2025-09-17 23:22:34
105,2025-08,111234.0,1,695.21,3000.0,13348.08,22246.8,1000.0,2000.0,114929.21,38594.88,76334.33,2025-09-17 23:22:34
106,2025-08,32400.0,3,607.5,3000.0,3888.0,3888.0,500.0,5000.0,36007.5,13276.0,22731.5,2025-09-17 23:22:34
107,2025-08,76934.0,8,3846.7,0.0,9232.08,15386.8,1000.0,0.0,80780.7,25618.88,55161.82,2025-09-17 23:22:34
108,2025-08,65259.0,4,1631.47,2000.0,7831.08,7831.08,1000.0,2000.0,68890.47,18662.16,50228.31,2025-09-17 23:22:34
109,2025-08,29167.0,4,729.17,500.0,3500.04,1458.35,500.0,0.0,30396.17,5458.39,24937.78,2025-09-17 23:22:34
110,2025-08,49689.0,3,931.67,500.0,5962.68,5962.68,1000.0,1000.0,51120.67,13925.36,37195.31,2025-09-17 23:22:34
111,2025-08,43924.0,2,549.05,0.0,5270.88,5270.88,1000.0,0.0,44473.05,11541.76,32931.29,2025-09-17 23:22:34
112,2025-08,48625.0,5,1519.53,2000.0,5835.0,5835.0,1000.0,0.0,52144.53,12670.0,39474.53,2025-09-17 23:22:34
113,2025-08,29542.0,6,1107.82,0.0,3545.04,1477.1,500.0,0.0,30649.82,5522.14,25127.68,2025-09-17 23:22:34
114,2025-08,64065.0,9,3603.66,0.0,7687.8,7687.8,1000.0,0.0,67668.66,16375.6,51293.06,2025-09-17 23:22:34
115,2025-08,53295.0,5,1665.47,2000.0,6395.4,6395.4,1000.0,0.0,56960.47,13790.8,43169.67,2025-09-17 23:22:34
116,2025-08,65262.0,7,2855.21,500.0,7831.44,7831.44,1000.0,0.0,68617.21,16662.88,51954.33,2025-09-17 23:22:34
117,2025-08,44870.0,5,1402.19,0.0,5384.4,5384.4,1000.0,0.0,46272.19,11768.8,34503.39,2025-09-17 23:22:34
118,2025-08,63178.0,5,1974.31,0.0,7581.36,7581.36,1000.0,0.0,65152.31,16162.72,48989.59,2025-09-17 23:22:34
119,2025-08,37435.0,5,1169.84,0.0,4492.2,4492.2,500.0,0.0,38604.84,9484.4,29120.44,2025-09-17 23:22:34
120,2025-08,38116.0,8,1905.8,1000.0,4573.92,4573.92,500.0,0.0,41021.8,9647.84,31373.96,2025-09-17 23:22:34
121,2025-08,49683.0,4,1242.08,0.0,5961.96,5961.96,1000.0,0.0,50925.08,12923.92,38001.16,2025-09-17 23:22:34
122,2025-08,112641.0,0,0.0,2000.0,13516.92,22528.2,1000.0,0.0,114641.0,37045.12,77595.88,2025-09-17 23:22:34
123,2025-08,36003.0,2,450.04,2000.0,4320.36,4320.36,500.0,0.0,38453.04,9140.72,29312.32,2025-09-17 23:22:34
124,2025-08,83529.0,4,2088.22,0.0,10023.48,16705.8,1000.0,1000.0,85617.22,28729.28,56887.94,2025-09-17 23:22:34
125,2025-08,113866.0,4,2846.65,500.0,13663.92,22773.2,1000.0,5000.0,117212.65,42437.12,74775.53,2025-09-17 23:22:34
126,2025-08,41023.0,9,2307.54,500.0,4922.76,4922.76,1000.0,0.0,43830.54,10845.52,32985.02,2025-09-17 23:22:34
127,2025-08,54703.0,5,1709.47,3000.0,6564.36,6564.36,1000.0,0.0,59412.47,14128.72,45283.75,2025-09-17 23:22:34
128,2025-08,49129.0,3,921.17,1000.0,5895.48,5895.48,1000.0,0.0,51050.17,12790.96,38259.21,2025-09-17 23:22:34
129,2025-08,65159.0,5,2036.22,3000.0,7819.08,7819.08,1000.0,0.0,70195.22,16638.16,53557.06,2025-09-17 23:22:34
130,2025-08,100284.0,6,3760.65,1000.0,12034.08,20056.8,1000.0,0.0,105044.65,33090.88,71953.77,2025-09-17 23:22:34
131,2025-08,62349.0,3,1169.04,0.0,7481.88,7481.88,1000.0,5000.0,63518.04,20963.76,42554.28,2025-09-17 23:22:34
132,2025-08,85990.0,3,1612.31,1000.0,10318.8,17198.0,1000.0,1000.0,88602.31,29516.8,59085.51,2025-09-17 23:22:34
133,2025-08,54548.0,3,1022.78,2000.0,6545.76,6545.76,1000.0,1000.0,57570.78,15091.52,42479.26,2025-09-17 23:22:34
134,2025-08,72712.0,9,4090.05,0.0,8725.44,14542.4,1000.0,2000.0,76802.05,26267.84,50534.21,2025-09-17 23:22:34
135,2025-08,32158.0,6,1205.93,2000.0,3858.96,3858.96,500.0,1000.0,35363.93,9217.92,26146.01,2025-09-17 23:22:34
136,2025-08,81540.0,4,2038.5,0.0,9784.8,16308.0,1000.0,1000.0,83578.5,28092.8,55485.7,2025-09-17 23:22:34
137,2025-08,35384.0,6,1326.9,0.0,4246.08,4246.08,500.0,0.0,36710.9,8992.16,27718.74,2025-09-17 23:22:34
138,2025-08,57606.0,5,1800.19,0.0,6912.72,6912.72,1000.0,2000.0,59406.19,16825.44,42580.75,2025-09-17 23:22:34
139,2025-08,51524.0,8,2576.2,0.0,6182.88,6182.88,1000.0,0.0,54100.2,13365.76,40734.44,2025-09-17 23:22:34
140,2025-08,43456.0,2,543.2,0.0,5214.72,5214.72,1000.0,5000.0,43999.2,16429.44,27569.76,2025-09-17 23:22:34
141,2025-08,98932.0,0,0.0,0.0,11871.84,19786.4,1000.0,0.0,98932.0,32658.24,66273.76,2025-09-17 23:22:34
142,2025-08,81187.0,5,2537.09,2000.0,9742.44,16237.4,1000.0,0.0,85724.09,26979.84,58744.25,2025-09-17 23:22:34
143,2025-08,53538.0,7,2342.29,3000.0,6424.56,6424.56,1000.0,0.0,58880.29,13849.12,45031.17,2025-09-17 23:22:34
144,2025-08,49285.0,3,924.09,0.0,5914.2,5914.2,1000.0,0.0,50209.09,12828.4,37380.69,2025-09-17 23:22:34
145,2025-08,40173.0,10,2510.81,2000.0,4820.76,4820.76,1000.0,2000.0,44683.81,12641.52,32042.29,2025-09-17 23:22:34
146,2025-08,38051.0,3,713.46,0.0,4566.12,4566.12,500.0,0.0,38764.46,9632.24,29132.22,2025-09-17 23:22:34
147,2025-08,36941.0,3,692.64,0.0,4432.92,4432.92,500.0,1000.0,37633.64,10365.84,27267.8,2025-09-17 23:22:34
148,2025-08,78413.0,6,2940.49,2000.0,9409.56,15682.6,1000.0,1000.0,83353.49,27092.16,56261.33,2025-09-17 23:22:34
149,2025-08,29854.0,6,1119.53,1000.0,3582.48,1492.7,500.0,2000.0,31973.53,7575.18,24398.35,2025-09-17 23:22:34
150,2025-08,67811.0,3,1271.46,1000.0,8137.32,8137.32,1000.0,5000.0,70082.46,22274.64,47807.82,2025-09-17 23:22:34
151,2025-08,49963.0,8,2498.15,0.0,5995.56,5995.56,1000.0,0.0,52461.15,12991.12,39470.03,2025-09-17 23:22:34
152,2025-08,44388.0,6,1664.55,0.0,5326.56,5326.56,1000.0,0.0,46052.55,11653.12,34399.43,2025-09-17 23:22:34
153,2025-08,41254.0,6,1547.02,0.0,4950.48,4950.48,1000.0,2000.0,42801.02,12900.96,29900.06,2025-09-17 23:22:34
154,2025-08,57415.0,2,717.69,0.0,6889.8,6889.8,1000.0,0.0,58132.69,14779.6,43353.09,2025-09-17 23:22:34
155,2025-08,78434.0,3,1470.64,0.0,9412.08,15686.8,1000.0,0.0,79904.64,26098.88,53805.76,2025-09-17 23:22:34
156,2025-08,56508.0,2,706.35,2000.0,6780.96,6780.96,1000.0,5000.0,59214.35,19561.92,39652.43,2025-09-17 23:22:34
157,2025-08,41716.0,2,521.45,0.0,5005.92,5005.92,1000.0,2000.0,42237.45,13011.84,29225.61,2025-09-17 23:22:34
158,2025-08,63777.0,8,3188.85,0.0,7653.24,7653.24,1000.0,0.0,66965.85,16306.48,50659.37,2025-09-17 23:22:34
159,2025-08,41282.0,3,774.04,2000.0,4953.84,4953.84,1000.0,5000.0,44056.04,15907.68,28148.36,2025-09-17 23:22:34
160,2025-08,55478.0,9,3120.64,2000.0,6657.36,6657.36,1000.0,1000.0,60598.64,15314.72,45283.92,2025-09-17 23:22:34
161,2025-08,57721.0,1,360.76,0.0,6926.52,6926.52,1000.0,5000.0,58081.76,19853.04,38228.72,2025-09-17 23:22:34
162,2025-08,95428.0,2,1192.85,0.0,11451.36,19085.6,1000.0,5000.0,96620.85,36536.96,60083.89,2025-09-17 23:22:34
163,2025-08,53699.0,7,2349.33,0.0,6443.88,6443.88,1000.0,0.0,56048.33,13887.76,42160.57,2025-09-17 23:22:34
164,2025-08,32621.0,3,611.64,2000.0,3914.52,3914.52,500.0,0.0,35232.64,8329.04,26903.6,2025-09-17 23:22:34
165,2025-08,52302.0,5,1634.44,0.0,6276.24,6276.24,1000.0,2000.0,53936.44,15552.48,38383.96,2025-09-17 23:22:34
166,2025-08,77497.0,2,968.71,0.0,9299.64,15499.4,1000.0,0.0,78465.71,25799.04,52666.67,2025-09-17 23:22:34
167,2025-08,81271.0,5,2539.72,500.0,9752.52,16254.2,1000.0,0.0,84310.72,27006.72,57304.0,2025-09-17 23:22:34
168,2025-08,26062.0,2,325.77,0.0,3127.44,1303.1,500.0,1000.0,26387.77,5930.54,20457.23,2025-09-17 23:22:34
169,2025-08,29632.0,9,1666.8,500.0,3555.84,1481.6,500.0,5000.0,31798.8,10537.44,21261.36,2025-09-17 23:22:34
170,2025-08,33258.0,5,1039.31,2000.0,3990.96,3990.96,500.0,2000.0,36297.31,10481.92,25815.39,2025-09-17 23:22:34
171,2025-08,51069.0,6,1915.09,3000.0,6128.28,6128.28,1000.0,0.0,55984.09,13256.56,42727.53,2025-09-17 23:22:34
172,2025-08,117274.0,5,3664.81,2000.0,14072.88,23454.8,1000.0,2000.0,122938.81,40527.68,82411.13,2025-09-17 23:22:34
173,2025-08,59529.0,3,1116.17,0.0,7143.48,7143.48,1000.0,0.0,60645.17,15286.96,45358.21,2025-09-17 23:22:34
174,2025-08,31812.0,6,1192.95,2000.0,3817.44,3817.44,500.0,0.0,35004.95,8134.88,26870.07,2025-09-17 23:22:34
175,2025-08,26605.0,4,665.12,0.0,3192.6,1330.25,500.0,0.0,27270.12,5022.85,22247.27,2025-09-17 23:22:34
176,2025-08,69818.0,6,2618.18,0.0,8378.16,8378.16,1000.0,5000.0,72436.18,22756.32,49679.86,2025-09-17 23:22:34
177,2025-08,39043.0,5,1220.09,500.0,4685.16,4685.16,500.0,5000.0,40763.09,14870.32,25892.77,2025-09-17 23:22:34
178,2025-08,43935.0,5,1372.97,0.0,5272.2,5272.2,1000.0,2000.0,45307.97,13544.4,31763.57,2025-09-17 23:22:34
179,2025-08,40954.0,5,1279.81,500.0,4914.48,4914.48,1000.0,5000.0,42733.81,15828.96,26904.85,2025-09-17 23:22:34
180,2025-08,31469.0,6,1180.09,0.0,3776.28,3776.28,500.0,2000.0,32649.09,10052.56,22596.53,2025-09-17 23:22:34
181,2025-08,80587.0,5,2518.34,0.0,9670.44,16117.4,1000.0,5000.0,83105.34,31787.84,51317.5,2025-09-17 23:22:34
182,2025-08,87533.0,6,3282.49,3000.0,10503.96,17506.6,1000.0,0.0,93815.49,29010.56,64804.93,2025-09-17 23:22:34
183,2025-08,48128.0,7,2105.6,1000.0,5775.36,5775.36,1000.0,0.0,51233.6,12550.72,38682.88,2025-09-17 23:22:34
184,2025-08,52422.0,8,2621.1,500.0,6290.64,6290.64,1000.0,1000.0,55543.1,14581.28,40961.82,2025-09-17 23:22:34
185,2025-08,62387.0,6,2339.51,0.0,7486.44,7486.44,1000.0,5000.0,64726.51,20972.88,43753.63,2025-09-17 23:22:34
186,2025-08,71614.0,7,3133.11,0.0,8593.68,14322.8,1000.0,5000.0,74747.11,28916.48,45830.63,2025-09-17 23:22:34
187,2025-08,25235.0,7,1104.03,2000.0,3028.2,1261.75,500.0,0.0,28339.03,4789.95,23549.08,2025-09-17 23:22:34
188,2025-08,54019.0,5,1688.09,500.0,6482.28,6482.28,1000.0,1000.0,56207.09,14964.56,41242.53,2025-09-17 23:22:34
189,2025-08,30951.0,1,193.44,3000.0,3714.12,3714.12,500.0,2000.0,34144.44,9928.24,24216.2,2025-09-17 23:22:34
190,2025-08,75523.0,9,4248.17,0.0,9062.76,15104.6,1000.0,1000.0,79771.17,26167.36,53603.81,2025-09-17 23:22:34
